subject,subjectname,group,formerSubject,conditionrank,modality,modalityname,repetition,question,trial,datasetname,readingTime,error,time,perceivedDifficulty,perceivedTime,logtime
16,s16,4,yes,1,4,virtual-mouse,1,2,2,army,1,0,35.6554,2,31,3.5739
16,s16,4,yes,1,4,virtual-mouse,1,3,3,army,2,0,42.0201,3,30,3.7381
16,s16,4,yes,1,4,virtual-mouse,1,4,4,army,1,0,37.7869,2,25,3.632
16,s16,4,yes,1,4,virtual-mouse,2,1,5,externaldebt,10,0,62.2209,3,34,4.1307
16,s16,4,yes,1,4,virtual-mouse,2,2,6,externaldebt,2,0,48.1881,2,27,3.8751
16,s16,4,yes,1,4,virtual-mouse,2,3,7,externaldebt,1,0,56.7349,3,39,4.0384
16,s16,4,yes,1,4,virtual-mouse,2,4,8,externaldebt,2,0,56.7622,3,37,4.0389
16,s16,4,yes,2,1,physical-touch,1,1,9,health,75,0,31.8465,2,20,3.4609
16,s16,4,yes,2,1,physical-touch,1,2,10,health,3,0,22.7052,1,16,3.1226
16,s16,4,yes,2,1,physical-touch,1,3,11,health,1,0,45.0676,3,34,3.8082
16,s16,4,yes,2,1,physical-touch,1,4,12,health,1,0,25.3542,1,17,3.2329
16,s16,4,yes,2,1,physical-touch,2,1,13,military,48,0,33.8796,3,26,3.5228
16,s16,4,yes,2,1,physical-touch,2,2,14,military,1,0,25.349,2,22,3.2327
16,s16,4,yes,2,1,physical-touch,2,3,15,military,1,0,26.8812,1,19,3.2914
16,s16,4,yes,2,1,physical-touch,2,4,16,military,1,0,26.4318,3,33,3.2746
16,s16,4,yes,3,3,virtual-prop,1,1,17,grosscapital,19,0,79.4325,4,46,4.3749
16,s16,4,yes,3,3,virtual-prop,1,2,18,grosscapital,1,0,38.4832,2,32,3.6502
16,s16,4,yes,3,3,virtual-prop,1,3,19,grosscapital,1,0,46.2848,2,24,3.8348
16,s16,4,yes,3,3,virtual-prop,1,4,20,grosscapital,2,0,32.3803,2,21,3.4776
16,s16,4,yes,3,3,virtual-prop,2,1,21,education,19,0,30.9297,2,31,3.4317
16,s16,4,yes,3,3,virtual-prop,2,2,22,education,5,0,63.8236,3,45,4.1561
16,s16,4,yes,3,3,virtual-prop,2,3,23,education,3,0,50.6568,3,37,3.9251
16,s16,4,yes,3,3,virtual-prop,2,4,24,education,2,1,78.4145,4,120,4.362
16,s16,4,yes,4,2,physical-notouch,1,1,25,carmortality,166,0,45.1348,4,29,3.8097
16,s16,4,yes,4,2,physical-notouch,1,2,26,carmortality,6,0,29.0763,1,16,3.3699
16,s16,4,yes,4,2,physical-notouch,1,3,27,carmortality,1,0,44.8882,3,32,3.8042
16,s16,4,yes,4,2,physical-notouch,1,4,28,carmortality,1,0,60.9886,4,41,4.1107
16,s16,4,yes,4,2,physical-notouch,2,1,29,hiv,27,0,59.2488,3,38,4.0817
16,s16,4,yes,4,2,physical-notouch,2,2,30,hiv,2,0,45.4707,2,30,3.8171
16,s16,4,yes,4,2,physical-notouch,2,3,31,hiv,1,0,46.769,3,37,3.8452
16,s16,4,yes,4,2,physical-notouch,2,4,32,hiv,1,0,38.4782,2,32,3.6501
2,s2,2,no,1,2,physical-notouch,1,1,1,army,45,0,31.2284,2,36,3.4413
2,s2,2,no,1,2,physical-notouch,1,2,2,army,2,1,42.6198,4,46,3.7523
2,s2,2,no,1,2,physical-notouch,1,3,3,army,3,1,29.2061,4,27,3.3744
2,s2,2,no,1,2,physical-notouch,1,4,4,army,2,0,41.9782,3,54,3.7372
2,s2,2,no,1,2,physical-notouch,2,1,5,externaldebt,34,1,47.2844,4,41,3.8562
2,s2,2,no,1,2,physical-notouch,2,2,6,externaldebt,3,1,47.4501,5,47,3.8597
2,s2,2,no,1,2,physical-notouch,2,3,7,externaldebt,1,1,56.1124,5,78,4.0274
2,s2,2,no,1,2,physical-notouch,2,4,8,externaldebt,2,0,32.7231,3,49,3.4881
2,s2,2,no,2,3,virtual-prop,1,1,9,health,57,1,40.3188,4,48,3.6968
2,s2,2,no,2,3,virtual-prop,1,2,10,health,3,0,45.515,2,38,3.818
2,s2,2,no,2,3,virtual-prop,1,3,11,health,1,1,53.8568,5,47,3.9863
2,s2,2,no,2,3,virtual-prop,1,4,12,health,2,0,38.3707,3,48,3.6473
2,s2,2,no,2,3,virtual-prop,2,1,13,military,16,0,74.292,3,60,4.308
2,s2,2,no,2,3,virtual-prop,2,2,14,military,1,0,62.0296,3,58,4.1276
2,s2,2,no,2,3,virtual-prop,2,3,15,military,2,0,36.9292,3,47,3.609
2,s2,2,no,2,3,virtual-prop,2,4,16,military,1,0,34.6249,2,48,3.5446
2,s2,2,no,3,1,physical-touch,1,1,17,grosscapital,47,0,45.8646,3,46,3.8257
2,s2,2,no,3,1,physical-touch,1,2,18,grosscapital,2,1,47.0292,4,52,3.8508
2,s2,2,no,3,1,physical-touch,1,3,19,grosscapital,1,0,36.3882,3,51,3.5942
2,s2,2,no,3,1,physical-touch,1,4,20,grosscapital,2,0,33.2367,2,47,3.5037
2,s2,2,no,3,1,physical-touch,2,1,21,education,39,0,26.0044,2,0,3.2583
2,s2,2,no,3,1,physical-touch,2,2,22,education,23,0,31.7971,3,32,3.4594
2,s2,2,no,3,1,physical-touch,2,3,23,education,1,0,35.9089,2,38,3.581
2,s2,2,no,3,1,physical-touch,2,4,24,education,3,0,38.7259,2,58,3.6565
2,s2,2,no,4,4,virtual-mouse,1,1,25,carmortality,6,0,63.8744,3,65,4.1569
2,s2,2,no,4,4,virtual-mouse,1,2,26,carmortality,2,0,35.2525,2,56,3.5625
2,s2,2,no,4,4,virtual-mouse,1,3,27,carmortality,2,0,41.7673,3,57,3.7321
2,s2,2,no,4,4,virtual-mouse,1,4,28,carmortality,2,0,37.6356,5,57,3.628
2,s2,2,no,4,4,virtual-mouse,2,1,29,hiv,5,0,48.8688,3,61,3.8891
2,s2,2,no,4,4,virtual-mouse,2,2,30,hiv,2,0,54.9018,4,71,4.0055
2,s2,2,no,4,4,virtual-mouse,2,3,31,hiv,1,0,46.5369,4,62,3.8402
2,s2,2,no,4,4,virtual-mouse,2,4,32,hiv,2,0,49.8904,3,58,3.9098
1,s1,1,no,1,1,physical-touch,1,1,1,army,70,1,25.7342,3,21,3.2478
1,s1,1,no,1,1,physical-touch,1,2,2,army,5,0,48.0264,2,35,3.8718
1,s1,1,no,1,1,physical-touch,1,3,3,army,4,0,81.8134,2,40,4.4044
1,s1,1,no,1,1,physical-touch,1,4,4,army,5,1,33.4885,3,35,3.5112
1,s1,1,no,1,1,physical-touch,2,1,5,externaldebt,47,1,51.0905,4,45,3.9336
1,s1,1,no,1,1,physical-touch,2,2,6,externaldebt,5,0,66.4164,2,59,4.1959
1,s1,1,no,1,1,physical-touch,2,3,7,externaldebt,4,0,102.7636,4,64,4.6324
1,s1,1,no,1,1,physical-touch,2,4,8,externaldebt,3,0,43.1199,1,60,3.764
1,s1,1,no,2,2,physical-notouch,1,1,9,health,68,0,57.1479,3,51,4.0456
1,s1,1,no,2,2,physical-notouch,1,2,10,health,3,0,59.2863,1,49,4.0824
1,s1,1,no,2,2,physical-notouch,1,3,11,health,4,0,119.4766,3,61,4.7831
1,s1,1,no,2,2,physical-notouch,1,4,12,health,4,0,55.2818,2,60,4.0124
1,s1,1,no,2,2,physical-notouch,2,1,13,military,36,0,41.487,2,40,3.7254
1,s1,1,no,2,2,physical-notouch,2,2,14,military,2,0,34.3214,1,44,3.5358
1,s1,1,no,2,2,physical-notouch,2,3,15,military,3,0,57.7079,1,52,4.0554
1,s1,1,no,2,2,physical-notouch,2,4,16,military,3,0,36.5234,1,64,3.598
1,s1,1,no,3,4,virtual-mouse,1,1,17,grosscapital,6,1,75.3656,3,68,4.3224
1,s1,1,no,3,4,virtual-mouse,1,2,18,grosscapital,3,0,70.7315,1,61,4.2589
1,s1,1,no,3,4,virtual-mouse,1,3,19,grosscapital,5,0,88.3723,3,75,4.4816
1,s1,1,no,3,4,virtual-mouse,1,4,20,grosscapital,2,0,60.6931,1,63,4.1058
1,s1,1,no,3,4,virtual-mouse,2,1,21,education,9,1,90.3549,5,80,4.5037
1,s1,1,no,3,4,virtual-mouse,2,2,22,education,3,0,66.5967,2,61,4.1987
1,s1,1,no,3,4,virtual-mouse,2,3,23,education,2,0,65.7568,2,69,4.186
1,s1,1,no,3,4,virtual-mouse,2,4,24,education,2,0,88.3821,2,76,4.4817
1,s1,1,no,4,3,virtual-prop,1,1,25,carmortality,26,0,56.0129,1,69,4.0256
1,s1,1,no,4,3,virtual-prop,1,2,26,carmortality,2,0,53.4671,1,73,3.9791
1,s1,1,no,4,3,virtual-prop,1,3,27,carmortality,4,0,79.7617,2,89,4.379
1,s1,1,no,4,3,virtual-prop,1,4,28,carmortality,1,0,81.9704,2,90,4.4064
1,s1,1,no,4,3,virtual-prop,2,1,29,hiv,32,0,75.4956,2,90,4.3241
1,s1,1,no,4,3,virtual-prop,2,2,30,hiv,5,0,81.4776,1,100,4.4003
1,s1,1,no,4,3,virtual-prop,2,3,31,hiv,2,0,66.1364,2,100,4.1917
1,s1,1,no,4,3,virtual-prop,2,4,32,hiv,2,0,86.7564,5,100,4.4631
8,s8,4,no,1,4,virtual-mouse,1,1,1,army,19,0,32.4686,3,14,3.4803
8,s8,4,no,1,4,virtual-mouse,1,2,2,army,2,0,28.7056,2,15,3.3571
8,s8,4,no,1,4,virtual-mouse,1,3,3,army,9,0,73.773,4,38,4.301
8,s8,4,no,1,4,virtual-mouse,1,4,4,army,2,0,52.192,2,22,3.9549
8,s8,4,no,1,4,virtual-mouse,2,1,5,externaldebt,9,0,37.5266,2,20,3.625
8,s8,4,no,1,4,virtual-mouse,2,2,6,externaldebt,1,0,36.9956,1,16,3.6108
8,s8,4,no,1,4,virtual-mouse,2,3,7,externaldebt,5,0,35.8783,2,14,3.5801
8,s8,4,no,1,4,virtual-mouse,2,4,8,externaldebt,2,0,44.06,2,14,3.7856
8,s8,4,no,2,1,physical-touch,1,1,9,health,72,0,31.9216,2,13,3.4633
8,s8,4,no,2,1,physical-touch,1,2,10,health,3,0,30.6041,2,17,3.4211
8,s8,4,no,2,1,physical-touch,1,3,11,health,2,0,26.3022,3,18,3.2697
8,s8,4,no,2,1,physical-touch,1,4,12,health,3,1,34.4136,5,19,3.5385
8,s8,4,no,2,1,physical-touch,2,1,13,military,34,0,36.1197,3,16,3.5868
8,s8,4,no,2,1,physical-touch,2,2,14,military,3,0,24.0625,2,10,3.1807
8,s8,4,no,2,1,physical-touch,2,3,15,military,3,0,23.9595,2,13,3.1764
8,s8,4,no,2,1,physical-touch,2,4,16,military,1,0,21.8616,3,18,3.0847
8,s8,4,no,3,3,virtual-prop,1,1,17,grosscapital,14,0,33.6609,2,14,3.5163
8,s8,4,no,3,3,virtual-prop,1,2,18,grosscapital,2,0,35.7055,1,18,3.5753
8,s8,4,no,3,3,virtual-prop,1,3,19,grosscapital,1,0,79.3167,3,25,4.3734
8,s8,4,no,3,3,virtual-prop,1,4,20,grosscapital,3,0,27.0074,1,12,3.2961
8,s8,4,no,3,3,virtual-prop,2,1,21,education,12,0,30.0547,2,13,3.403
8,s8,4,no,3,3,virtual-prop,2,2,22,education,2,0,38.3059,3,13,3.6456
8,s8,4,no,3,3,virtual-prop,2,3,23,education,2,0,37.0772,1,16,3.613
8,s8,4,no,3,3,virtual-prop,2,4,24,education,4,1,44.8872,2,11,3.8042
8,s8,4,no,4,2,physical-notouch,1,1,25,carmortality,32,0,42.4205,2,12,3.7476
8,s8,4,no,4,2,physical-notouch,1,2,26,carmortality,1,0,25.711,2,12,3.2469
8,s8,4,no,4,2,physical-notouch,1,3,27,carmortality,2,0,23.7312,1,10,3.1668
8,s8,4,no,4,2,physical-notouch,1,4,28,carmortality,2,0,29.0376,2,15,3.3686
8,s8,4,no,4,2,physical-notouch,2,1,29,hiv,31,0,47.446,2,16,3.8596
8,s8,4,no,4,2,physical-notouch,2,2,30,hiv,2,0,32.7373,1,11,3.4885
8,s8,4,no,4,2,physical-notouch,2,3,31,hiv,2,0,35.1973,4,14,3.561
8,s8,4,no,4,2,physical-notouch,2,4,32,hiv,2,0,43.9792,3,16,3.7837
7,s7,3,no,1,3,virtual-prop,1,1,1,army,65,1,31.6044,4,16,3.4533
7,s7,3,no,1,3,virtual-prop,1,2,2,army,7,1,69.3392,5,20,4.239
7,s7,3,no,1,3,virtual-prop,1,3,3,army,3,0,117.1229,3,25,4.7632
7,s7,3,no,1,3,virtual-prop,1,4,4,army,6,0,54.3508,3,15,3.9955
7,s7,3,no,1,3,virtual-prop,2,1,5,externaldebt,34,0,91.0219,4,23,4.5111
7,s7,3,no,1,3,virtual-prop,2,2,6,externaldebt,3,1,41.4778,5,10,3.7252
7,s7,3,no,1,3,virtual-prop,2,3,7,externaldebt,5,0,71.4642,4,15,4.2692
7,s7,3,no,1,3,virtual-prop,2,4,8,externaldebt,4,0,46.9578,2,17,3.8493
7,s7,3,no,2,4,virtual-mouse,1,1,9,health,19,1,77.3888,2,18,4.3488
7,s7,3,no,2,4,virtual-mouse,1,2,10,health,3,1,85.784,5,25,4.4518
7,s7,3,no,2,4,virtual-mouse,1,3,11,health,4,1,127.6019,5,30,4.8489
7,s7,3,no,2,4,virtual-mouse,1,4,12,health,11,0,49.638,2,15,3.9048
7,s7,3,no,2,4,virtual-mouse,2,1,13,military,24,1,136.19,5,30,4.9141
7,s7,3,no,2,4,virtual-mouse,2,2,14,military,5,0,44.5441,2,9,3.7965
7,s7,3,no,2,4,virtual-mouse,2,3,15,military,2,0,49.8672,2,18,3.9094
7,s7,3,no,2,4,virtual-mouse,2,4,16,military,2,0,74.3183,5,30,4.3084
7,s7,3,no,3,2,physical-notouch,1,1,17,grosscapital,63,0,69.4784,2,10,4.241
7,s7,3,no,3,2,physical-notouch,1,2,18,grosscapital,2,0,58.1553,1,15,4.0631
7,s7,3,no,3,2,physical-notouch,1,3,19,grosscapital,3,0,67.7928,3,15,4.2165
7,s7,3,no,3,2,physical-notouch,1,4,20,grosscapital,2,0,38.9815,1,14,3.6631
7,s7,3,no,3,2,physical-notouch,2,1,21,education,68,0,33.8437,1,10,3.5218
7,s7,3,no,3,2,physical-notouch,2,2,22,education,1,0,52.7695,3,11,3.9659
7,s7,3,no,3,2,physical-notouch,2,3,23,education,2,0,48.6666,2,15,3.885
7,s7,3,no,3,2,physical-notouch,2,4,24,education,3,0,62.2328,4,11,4.1309
7,s7,3,no,4,1,physical-touch,1,1,25,carmortality,53,0,47.6831,2,12,3.8646
7,s7,3,no,4,1,physical-touch,1,2,26,carmortality,3,0,26.2623,1,10,3.2681
7,s7,3,no,4,1,physical-touch,1,3,27,carmortality,1,0,27.5103,1,9,3.3146
7,s7,3,no,4,1,physical-touch,1,4,28,carmortality,2,1,28.765,3,11,3.3592
7,s7,3,no,4,1,physical-touch,2,1,29,hiv,48,1,34.1349,4,11,3.5303
7,s7,3,no,4,1,physical-touch,2,2,30,hiv,2,0,52.6385,2,15,3.9634
7,s7,3,no,4,1,physical-touch,2,3,31,hiv,1,1,49.3033,5,16,3.898
7,s7,3,no,4,1,physical-touch,2,4,32,hiv,2,0,30.8619,1,12,3.4295
6,s6,2,no,1,2,physical-notouch,1,1,1,army,85,0,23.1863,2,60,3.1436
6,s6,2,no,1,2,physical-notouch,1,2,2,army,4,1,24.752,3,70,3.2089
6,s6,2,no,1,2,physical-notouch,1,3,3,army,6,1,42.5271,3,77,3.7501
6,s6,2,no,1,2,physical-notouch,1,4,4,army,5,1,41.7149,4,78,3.7309
6,s6,2,no,1,2,physical-notouch,2,1,5,externaldebt,63,0,31.6295,2,61,3.4541
6,s6,2,no,1,2,physical-notouch,2,2,6,externaldebt,3,0,31.8258,2,64,3.4603
6,s6,2,no,1,2,physical-notouch,2,3,7,externaldebt,5,0,45.1668,3,81,3.8104
6,s6,2,no,1,2,physical-notouch,2,4,8,externaldebt,7,0,51.4388,3,67,3.9404
6,s6,2,no,2,3,virtual-prop,1,1,9,health,26,0,61.0116,4,89,4.1111
6,s6,2,no,2,3,virtual-prop,1,2,10,health,3,0,60.1525,3,92,4.0969
6,s6,2,no,2,3,virtual-prop,1,3,11,health,8,0,38.1566,2,82,3.6417
6,s6,2,no,2,3,virtual-prop,1,4,12,health,10,0,35.0751,2,72,3.5575
6,s6,2,no,2,3,virtual-prop,2,1,13,military,47,0,36.2496,2,79,3.5904
6,s6,2,no,2,3,virtual-prop,2,2,14,military,12,0,22.5933,2,55,3.1177
6,s6,2,no,2,3,virtual-prop,2,3,15,military,6,1,37.4899,3,70,3.6241
6,s6,2,no,2,3,virtual-prop,2,4,16,military,5,0,28.9152,2,43,3.3644
6,s6,2,no,3,1,physical-touch,1,1,17,grosscapital,47,0,63.6782,2,49,4.1538
6,s6,2,no,3,1,physical-touch,1,2,18,grosscapital,2,0,28.3446,2,40,3.3444
6,s6,2,no,3,1,physical-touch,1,3,19,grosscapital,2,0,40.0503,3,68,3.6901
6,s6,2,no,3,1,physical-touch,1,4,20,grosscapital,2,0,29.9904,3,55,3.4009
6,s6,2,no,3,1,physical-touch,2,1,21,education,32,0,26.1036,2,58,3.2621
6,s6,2,no,3,1,physical-touch,2,2,22,education,1,0,37.3552,2,58,3.6205
6,s6,2,no,3,1,physical-touch,2,3,23,education,1,0,40.8958,2,70,3.711
6,s6,2,no,3,1,physical-touch,2,4,24,education,1,0,22.5197,2,45,3.1144
6,s6,2,no,4,4,virtual-mouse,1,1,25,carmortality,16,0,28.3696,3,56,3.3453
6,s6,2,no,4,4,virtual-mouse,1,2,26,carmortality,6,0,24.4394,2,46,3.1962
6,s6,2,no,4,4,virtual-mouse,1,3,27,carmortality,1,0,24.6056,2,54,3.203
6,s6,2,no,4,4,virtual-mouse,1,4,28,carmortality,2,0,43.5556,3,81,3.774
6,s6,2,no,4,4,virtual-mouse,2,1,29,hiv,30,1,54.9713,4,96,4.0068
6,s6,2,no,4,4,virtual-mouse,2,2,30,hiv,1,0,41.8641,3,93,3.7344
6,s6,2,no,4,4,virtual-mouse,2,3,31,hiv,1,0,45.0526,3,81,3.8078
6,s6,2,no,4,4,virtual-mouse,2,4,32,hiv,1,1,59.0224,3,93,4.0779
5,s5,1,no,1,1,physical-touch,1,1,1,army,92,0,29.0079,1,24,3.3676
5,s5,1,no,1,1,physical-touch,1,2,2,army,4,0,26.9432,1,25,3.2937
5,s5,1,no,1,1,physical-touch,1,3,3,army,10,1,54.063,3,55,3.9902
5,s5,1,no,1,1,physical-touch,1,4,4,army,1,1,31.9349,2,31,3.4637
5,s5,1,no,1,1,physical-touch,2,1,5,externaldebt,73,0,47.3604,3,40,3.8578
5,s5,1,no,1,1,physical-touch,2,2,6,externaldebt,5,0,31.4361,1,31,3.448
5,s5,1,no,1,1,physical-touch,2,3,7,externaldebt,1,0,89.2172,3,48,4.4911
5,s5,1,no,1,1,physical-touch,2,4,8,externaldebt,2,0,26.2539,1,35,3.2678
5,s5,1,no,2,2,physical-notouch,1,1,9,health,79,0,53.2231,2,46,3.9745
5,s5,1,no,2,2,physical-notouch,1,2,10,health,1,0,35.0711,2,39,3.5574
5,s5,1,no,2,2,physical-notouch,1,3,11,health,1,0,51.8551,4,51,3.9485
5,s5,1,no,2,2,physical-notouch,1,4,12,health,1,0,41.5179,2,50,3.7261
5,s5,1,no,2,2,physical-notouch,2,1,13,military,76,0,28.6712,2,42,3.3559
5,s5,1,no,2,2,physical-notouch,2,2,14,military,1,0,27.5861,1,46,3.3173
5,s5,1,no,2,2,physical-notouch,2,3,15,military,2,0,22.1485,2,35,3.0978
5,s5,1,no,2,2,physical-notouch,2,4,16,military,1,0,39.0337,2,60,3.6644
5,s5,1,no,3,4,virtual-mouse,1,1,17,grosscapital,66,0,56.2894,4,63,4.0305
5,s5,1,no,3,4,virtual-mouse,1,2,18,grosscapital,2,0,61.074,3,61,4.1121
5,s5,1,no,3,4,virtual-mouse,1,3,19,grosscapital,1,0,49.7414,2,65,3.9068
5,s5,1,no,3,4,virtual-mouse,1,4,20,grosscapital,2,0,48.6991,2,60,3.8857
5,s5,1,no,3,4,virtual-mouse,2,1,21,education,99,0,25.7399,1,47,3.248
5,s5,1,no,3,4,virtual-mouse,2,2,22,education,2,0,42.9503,2,53,3.76
5,s5,1,no,3,4,virtual-mouse,2,3,23,education,1,0,29.7791,1,50,3.3938
5,s5,1,no,3,4,virtual-mouse,2,4,24,education,1,0,65.1992,3,68,4.1774
5,s5,1,no,4,3,virtual-prop,1,1,25,carmortality,75,0,36.3298,2,50,3.5926
5,s5,1,no,4,3,virtual-prop,1,2,26,carmortality,11,0,56.1517,2,61,4.0281
5,s5,1,no,4,3,virtual-prop,1,3,27,carmortality,5,0,40.0676,2,55,3.6906
5,s5,1,no,4,3,virtual-prop,1,4,28,carmortality,1,0,44.148,4,59,3.7875
5,s5,1,no,4,3,virtual-prop,2,1,29,hiv,60,0,40.9828,1,60,3.7132
5,s5,1,no,4,3,virtual-prop,2,2,30,hiv,1,0,44.6223,1,62,3.7982
5,s5,1,no,4,3,virtual-prop,2,3,31,hiv,2,0,48.815,1,62,3.888
5,s5,1,no,4,3,virtual-prop,2,4,32,hiv,1,0,47.4654,2,52,3.86
